,movie,year,imdb,metascore,votes,n_imdb
5650,Saw,2004,7.6,46,356192,76.0
5651,Collateral,2004,7.5,71,338705,75.0
5652,Ocean's Twelve,2004,6.5,58,335404,65.0
5653,The Machinist,2004,7.7,61,333210,77.0
5654,Hotel Rwanda,2004,8.1,79,316566,81.0
5655,Anchorman: The Legend of Ron Burgundy,2004,7.2,63,311973,72.0
5656,The Aviator,2004,7.5,77,311841,75.0
5657,Man on Fire,2004,7.7,47,311208,77.0
5658,Der Untergang,2004,8.2,82,309774,82.0
5659,50 First Dates,2004,6.8,48,307714,68.0
5660,Mean Girls,2004,7.0,66,306653,70.0
5661,Hellboy,2004,6.8,72,293434,68.0
5662,Hauru no ugoku shiro,2004,8.2,80,288347,82.0
5663,National Treasure,2004,6.8,39,287837,68.0
5664,Meet the Fockers,2004,6.3,41,240309,63.0
5665,Van Helsing,2004,6.1,35,231822,61.0
5666,The Village,2004,6.5,44,230091,65.0
5667,Dawn of the Dead,2004,7.3,59,222529,73.0
5668,Dodgeball: A True Underdog Story,2004,6.7,55,216336,67.0
5669,Before Sunset,2004,8.0,90,212089,80.0
5670,The Chronicles of Riddick,2004,6.7,38,205769,67.0
5671,The Passion of the Christ,2004,7.1,47,202828,71.0
5672,Garden State,2004,7.4,67,202079,74.0
5673,Closer,2004,7.2,65,192284,72.0
5674,The Girl Next Door,2004,6.7,47,192207,67.0
5675,Finding Neverland,2004,7.7,67,191927,77.0
5676,Napoleon Dynamite,2004,6.9,64,186590,69.0
5677,A Series of Unfortunate Events,2004,6.8,62,186435,68.0
5678,EuroTrip,2004,6.6,45,184362,66.0
5679,Resident Evil: Apocalypse,2004,6.2,35,177033,62.0
5680,AVP: Alien vs. Predator,2004,5.6,29,175478,56.0
5681,Harold & Kumar Go to White Castle,2004,7.1,64,173536,71.0
5682,Eternal Sunshine of the Spotless Mind,2004,8.3,89,837265,83.0
5683,Kill Bill: Vol. 2,2004,8.0,83,629516,80.0
5684,The Incredibles,2004,8.0,90,613247,80.0
5685,Million Dollar Baby,2004,8.1,86,593374,81.0
5686,Spider-Man 2,2004,7.3,83,508586,73.0
5687,Harry Potter and the Prisoner of Azkaban,2004,7.9,82,498186,79.0
5688,The Notebook,2004,7.8,53,482618,78.0
5689,Shaun of the Dead,2004,7.9,76,476242,79.0
5690,"I, Robot",2004,7.1,59,470097,71.0
5691,Troy,2004,7.2,56,458097,72.0
5692,The Butterfly Effect,2004,7.6,30,426149,76.0
5693,The Bourne Supremacy,2004,7.7,73,411404,77.0
5694,Crash,2004,7.8,69,403302,78.0
5695,The Day After Tomorrow,2004,6.4,47,391193,64.0
5696,Shrek 2,2004,7.2,75,388654,72.0
5697,The Terminal,2004,7.3,55,371412,73.0
5698,Saw,2004,7.6,46,356192,76.0
5699,Collateral,2004,7.5,71,338705,75.0
5700,Ocean's Twelve,2004,6.5,58,335404,65.0
5701,The Machinist,2004,7.7,61,333210,77.0
5702,Hotel Rwanda,2004,8.1,79,316566,81.0
5703,Anchorman: The Legend of Ron Burgundy,2004,7.2,63,311973,72.0
5704,The Aviator,2004,7.5,77,311841,75.0
5705,Man on Fire,2004,7.7,47,311208,77.0
5706,Der Untergang,2004,8.2,82,309774,82.0
5707,50 First Dates,2004,6.8,48,307714,68.0
5708,Mean Girls,2004,7.0,66,306656,70.0
5709,Hellboy,2004,6.8,72,293434,68.0
5710,Hauru no ugoku shiro,2004,8.2,80,288347,82.0
5711,National Treasure,2004,6.8,39,287837,68.0
5712,Meet the Fockers,2004,6.3,41,240309,63.0
5713,Van Helsing,2004,6.1,35,231822,61.0
5714,The Village,2004,6.5,44,230091,65.0
5715,Dawn of the Dead,2004,7.3,59,222529,73.0
5716,Dodgeball: A True Underdog Story,2004,6.7,55,216336,67.0
5717,Before Sunset,2004,8.0,90,212089,80.0
5718,The Chronicles of Riddick,2004,6.7,38,205769,67.0
5719,The Passion of the Christ,2004,7.1,47,202828,71.0
5720,Garden State,2004,7.4,67,202079,74.0
5721,Closer,2004,7.2,65,192284,72.0
5722,The Girl Next Door,2004,6.7,47,192207,67.0
5723,Finding Neverland,2004,7.7,67,191927,77.0
5724,Napoleon Dynamite,2004,6.9,64,186590,69.0
5725,A Series of Unfortunate Events,2004,6.8,62,186435,68.0
5726,EuroTrip,2004,6.6,45,184362,66.0
5727,Resident Evil: Apocalypse,2004,6.2,35,177033,62.0
5728,AVP: Alien vs. Predator,2004,5.6,29,175478,56.0
5729,Harold & Kumar Go to White Castle,2004,7.1,64,173536,71.0
5730,Eternal Sunshine of the Spotless Mind,2004,8.3,89,837265,83.0
5731,Kill Bill: Vol. 2,2004,8.0,83,629516,80.0
5732,The Incredibles,2004,8.0,90,613247,80.0
5733,Million Dollar Baby,2004,8.1,86,593374,81.0
5734,Spider-Man 2,2004,7.3,83,508586,73.0
5735,Harry Potter and the Prisoner of Azkaban,2004,7.9,82,498186,79.0
5736,The Notebook,2004,7.8,53,482618,78.0
5737,Shaun of the Dead,2004,7.9,76,476242,79.0
5738,"I, Robot",2004,7.1,59,470097,71.0
5739,Troy,2004,7.2,56,458097,72.0
5740,The Butterfly Effect,2004,7.6,30,426149,76.0
5741,The Bourne Supremacy,2004,7.7,73,411404,77.0
5742,Crash,2004,7.8,69,403302,78.0
5743,The Day After Tomorrow,2004,6.4,47,391193,64.0
5744,Shrek 2,2004,7.2,75,388654,72.0
5745,The Terminal,2004,7.3,55,371412,73.0
5746,Saw,2004,7.6,46,356192,76.0
5747,Collateral,2004,7.5,71,338705,75.0
5748,Ocean's Twelve,2004,6.5,58,335404,65.0
5749,The Machinist,2004,7.7,61,333210,77.0
5750,Hotel Rwanda,2004,8.1,79,316566,81.0
5751,Anchorman: The Legend of Ron Burgundy,2004,7.2,63,311973,72.0
5752,The Aviator,2004,7.5,77,311841,75.0
5753,Man on Fire,2004,7.7,47,311208,77.0
5754,Der Untergang,2004,8.2,82,309774,82.0
5755,50 First Dates,2004,6.8,48,307714,68.0
5756,Mean Girls,2004,7.0,66,306656,70.0
5757,Hellboy,2004,6.8,72,293434,68.0
5758,Hauru no ugoku shiro,2004,8.2,80,288347,82.0
5759,National Treasure,2004,6.8,39,287837,68.0
5760,Meet the Fockers,2004,6.3,41,240309,63.0
5761,Van Helsing,2004,6.1,35,231822,61.0
5762,The Village,2004,6.5,44,230091,65.0
5763,Dawn of the Dead,2004,7.3,59,222529,73.0
5764,Dodgeball: A True Underdog Story,2004,6.7,55,216336,67.0
5765,Before Sunset,2004,8.0,90,212089,80.0
5766,The Chronicles of Riddick,2004,6.7,38,205769,67.0
5767,The Passion of the Christ,2004,7.1,47,202828,71.0
5768,Garden State,2004,7.4,67,202079,74.0
5769,Closer,2004,7.2,65,192284,72.0
5770,The Girl Next Door,2004,6.7,47,192207,67.0
5771,Finding Neverland,2004,7.7,67,191927,77.0
5772,Napoleon Dynamite,2004,6.9,64,186590,69.0
5773,A Series of Unfortunate Events,2004,6.8,62,186435,68.0
5774,EuroTrip,2004,6.6,45,184362,66.0
5775,Resident Evil: Apocalypse,2004,6.2,35,177033,62.0
5776,AVP: Alien vs. Predator,2004,5.6,29,175478,56.0
5777,Harold & Kumar Go to White Castle,2004,7.1,64,173536,71.0
5778,Eternal Sunshine of the Spotless Mind,2004,8.3,89,837265,83.0
5779,Kill Bill: Vol. 2,2004,8.0,83,629516,80.0
5780,The Incredibles,2004,8.0,90,613247,80.0
5781,Million Dollar Baby,2004,8.1,86,593374,81.0
5782,Spider-Man 2,2004,7.3,83,508586,73.0
5783,Harry Potter and the Prisoner of Azkaban,2004,7.9,82,498186,79.0
5784,The Notebook,2004,7.8,53,482618,78.0
5785,Shaun of the Dead,2004,7.9,76,476242,79.0
5786,"I, Robot",2004,7.1,59,470097,71.0
5787,Troy,2004,7.2,56,458097,72.0
5788,The Butterfly Effect,2004,7.6,30,426149,76.0
5789,The Bourne Supremacy,2004,7.7,73,411404,77.0
5790,Crash,2004,7.8,69,403302,78.0
5791,The Day After Tomorrow,2004,6.4,47,391193,64.0
5792,Shrek 2,2004,7.2,75,388654,72.0
5793,The Terminal,2004,7.3,55,371422,73.0
5794,Saw,2004,7.6,46,356192,76.0
5795,Collateral,2004,7.5,71,338705,75.0
5796,Ocean's Twelve,2004,6.5,58,335404,65.0
5797,The Machinist,2004,7.7,61,333210,77.0
5798,Hotel Rwanda,2004,8.1,79,316566,81.0
5799,Anchorman: The Legend of Ron Burgundy,2004,7.2,63,311973,72.0
5800,The Aviator,2004,7.5,77,311841,75.0
5801,Man on Fire,2004,7.7,47,311208,77.0
5802,Der Untergang,2004,8.2,82,309774,82.0
5803,50 First Dates,2004,6.8,48,307714,68.0
5804,Mean Girls,2004,7.0,66,306653,70.0
5805,Hellboy,2004,6.8,72,293434,68.0
5806,Hauru no ugoku shiro,2004,8.2,80,288347,82.0
5807,National Treasure,2004,6.8,39,287837,68.0
5808,Meet the Fockers,2004,6.3,41,240309,63.0
5809,Van Helsing,2004,6.1,35,231822,61.0
5810,The Village,2004,6.5,44,230091,65.0
5811,Dawn of the Dead,2004,7.3,59,222529,73.0
5812,Dodgeball: A True Underdog Story,2004,6.7,55,216336,67.0
5813,Before Sunset,2004,8.0,90,212089,80.0
5814,The Chronicles of Riddick,2004,6.7,38,205769,67.0
5815,The Passion of the Christ,2004,7.1,47,202828,71.0
5816,Garden State,2004,7.4,67,202079,74.0
5817,Closer,2004,7.2,65,192284,72.0
5818,The Girl Next Door,2004,6.7,47,192207,67.0
5819,Finding Neverland,2004,7.7,67,191927,77.0
5820,Napoleon Dynamite,2004,6.9,64,186590,69.0
5821,A Series of Unfortunate Events,2004,6.8,62,186435,68.0
5822,EuroTrip,2004,6.6,45,184362,66.0
5823,Resident Evil: Apocalypse,2004,6.2,35,177033,62.0
5824,AVP: Alien vs. Predator,2004,5.6,29,175478,56.0
5825,Harold & Kumar Go to White Castle,2004,7.1,64,173536,71.0
5826,Eternal Sunshine of the Spotless Mind,2004,8.3,89,837265,83.0
5827,Kill Bill: Vol. 2,2004,8.0,83,629516,80.0
5828,The Incredibles,2004,8.0,90,613247,80.0
5829,Million Dollar Baby,2004,8.1,86,593374,81.0
5830,Spider-Man 2,2004,7.3,83,508586,73.0
5831,Harry Potter and the Prisoner of Azkaban,2004,7.9,82,498186,79.0
5832,The Notebook,2004,7.8,53,482618,78.0
5833,Shaun of the Dead,2004,7.9,76,476242,79.0
5834,"I, Robot",2004,7.1,59,470097,71.0
5835,Troy,2004,7.2,56,458097,72.0
5836,The Butterfly Effect,2004,7.6,30,426149,76.0
5837,The Bourne Supremacy,2004,7.7,73,411404,77.0
5838,Crash,2004,7.8,69,403302,78.0
5839,The Day After Tomorrow,2004,6.4,47,391193,64.0
5840,Shrek 2,2004,7.2,75,388654,72.0
5841,The Terminal,2004,7.3,55,371422,73.0
5842,Saw,2004,7.6,46,356192,76.0
5843,Collateral,2004,7.5,71,338705,75.0
5844,Ocean's Twelve,2004,6.5,58,335404,65.0
5845,The Machinist,2004,7.7,61,333210,77.0
5846,Hotel Rwanda,2004,8.1,79,316566,81.0
5847,Anchorman: The Legend of Ron Burgundy,2004,7.2,63,311973,72.0
5848,The Aviator,2004,7.5,77,311841,75.0
5849,Man on Fire,2004,7.7,47,311208,77.0
5850,Der Untergang,2004,8.2,82,309774,82.0
5851,50 First Dates,2004,6.8,48,307714,68.0
5852,Mean Girls,2004,7.0,66,306656,70.0
5853,Hellboy,2004,6.8,72,293434,68.0
5854,Hauru no ugoku shiro,2004,8.2,80,288347,82.0
5855,National Treasure,2004,6.8,39,287837,68.0
5856,Meet the Fockers,2004,6.3,41,240309,63.0
5857,Van Helsing,2004,6.1,35,231822,61.0
5858,The Village,2004,6.5,44,230091,65.0
5859,Dawn of the Dead,2004,7.3,59,222529,73.0
5860,Dodgeball: A True Underdog Story,2004,6.7,55,216336,67.0
5861,Before Sunset,2004,8.0,90,212089,80.0
5862,The Chronicles of Riddick,2004,6.7,38,205769,67.0
5863,The Passion of the Christ,2004,7.1,47,202828,71.0
5864,Garden State,2004,7.4,67,202079,74.0
5865,Closer,2004,7.2,65,192284,72.0
5866,The Girl Next Door,2004,6.7,47,192207,67.0
5867,Finding Neverland,2004,7.7,67,191927,77.0
5868,Napoleon Dynamite,2004,6.9,64,186590,69.0
5869,A Series of Unfortunate Events,2004,6.8,62,186435,68.0
5870,EuroTrip,2004,6.6,45,184362,66.0
5871,Resident Evil: Apocalypse,2004,6.2,35,177033,62.0
5872,AVP: Alien vs. Predator,2004,5.6,29,175478,56.0
5873,Harold & Kumar Go to White Castle,2004,7.1,64,173536,71.0
5874,Eternal Sunshine of the Spotless Mind,2004,8.3,89,837265,83.0
5875,Kill Bill: Vol. 2,2004,8.0,83,629516,80.0
5876,The Incredibles,2004,8.0,90,613247,80.0
5877,Million Dollar Baby,2004,8.1,86,593374,81.0
5878,Spider-Man 2,2004,7.3,83,508586,73.0
5879,Harry Potter and the Prisoner of Azkaban,2004,7.9,82,498186,79.0
5880,The Notebook,2004,7.8,53,482618,78.0
5881,Shaun of the Dead,2004,7.9,76,476242,79.0
5882,"I, Robot",2004,7.1,59,470097,71.0
5883,Troy,2004,7.2,56,458097,72.0
5884,The Butterfly Effect,2004,7.6,30,426149,76.0
5885,The Bourne Supremacy,2004,7.7,73,411404,77.0
5886,Crash,2004,7.8,69,403302,78.0
5887,The Day After Tomorrow,2004,6.4,47,391193,64.0
5888,Shrek 2,2004,7.2,75,388654,72.0
5889,The Terminal,2004,7.3,55,371422,73.0
5890,Saw,2004,7.6,46,356192,76.0
5891,Collateral,2004,7.5,71,338705,75.0
5892,Ocean's Twelve,2004,6.5,58,335404,65.0
5893,The Machinist,2004,7.7,61,333210,77.0
5894,Hotel Rwanda,2004,8.1,79,316566,81.0
5895,Anchorman: The Legend of Ron Burgundy,2004,7.2,63,311973,72.0
5896,The Aviator,2004,7.5,77,311841,75.0
5897,Man on Fire,2004,7.7,47,311208,77.0
5898,Der Untergang,2004,8.2,82,309774,82.0
5899,50 First Dates,2004,6.8,48,307714,68.0
5900,Mean Girls,2004,7.0,66,306656,70.0
5901,Hellboy,2004,6.8,72,293434,68.0
5902,Hauru no ugoku shiro,2004,8.2,80,288352,82.0
5903,National Treasure,2004,6.8,39,287837,68.0
5904,Meet the Fockers,2004,6.3,41,240309,63.0
5905,Van Helsing,2004,6.1,35,231822,61.0
5906,The Village,2004,6.5,44,230091,65.0
5907,Dawn of the Dead,2004,7.3,59,222529,73.0
5908,Dodgeball: A True Underdog Story,2004,6.7,55,216336,67.0
5909,Before Sunset,2004,8.0,90,212089,80.0
5910,The Chronicles of Riddick,2004,6.7,38,205769,67.0
5911,The Passion of the Christ,2004,7.1,47,202828,71.0
5912,Garden State,2004,7.4,67,202079,74.0
5913,Closer,2004,7.2,65,192284,72.0
5914,The Girl Next Door,2004,6.7,47,192207,67.0
5915,Finding Neverland,2004,7.7,67,191927,77.0
5916,Napoleon Dynamite,2004,6.9,64,186590,69.0
5917,A Series of Unfortunate Events,2004,6.8,62,186435,68.0
5918,EuroTrip,2004,6.6,45,184362,66.0
5919,Resident Evil: Apocalypse,2004,6.2,35,177033,62.0
5920,AVP: Alien vs. Predator,2004,5.6,29,175478,56.0
5921,Harold & Kumar Go to White Castle,2004,7.1,64,173536,71.0
5922,Batman Begins,2005,8.2,70,1212007,82.0
5923,V for Vendetta,2005,8.2,62,963545,82.0
5924,Sin City,2005,8.0,74,719410,80.0
5925,Star Wars: Episode III - Revenge of the Sith,2005,7.5,68,649582,75.0
5926,Harry Potter and the Goblet of Fire,2005,7.7,81,497084,77.0
5927,Mr. & Mrs. Smith,2005,6.5,55,422667,65.0
5928,Charlie and the Chocolate Factory,2005,6.6,72,395056,66.0
5929,War of the Worlds,2005,6.5,73,391983,65.0
5930,King Kong,2005,7.2,81,371198,72.0
5931,The 40 Year Old Virgin,2005,7.1,73,369619,71.0
5932,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,6.9,75,343987,69.0
5933,Madagascar,2005,6.9,57,338218,69.0
5934,Wedding Crashers,2005,6.9,64,317307,69.0
5935,Brokeback Mountain,2005,7.7,87,303289,77.0
5936,Fantastic Four,2005,5.7,40,299713,57.0
5937,The Island,2005,6.8,50,289933,68.0
5938,Constantine,2005,7.0,50,283465,70.0
5939,Hitch,2005,6.6,58,280791,66.0
5940,Lord of War,2005,7.6,62,280333,76.0
5941,Serenity,2005,7.8,74,272506,78.0
5942,Kingdom of Heaven,2005,7.2,63,252790,72.0
5943,Pride & Prejudice,2005,7.8,82,233748,78.0
5944,Corpse Bride,2005,7.3,83,226117,73.0
5945,Saw II,2005,6.6,40,220060,66.0
5946,Walk the Line,2005,7.8,72,215505,78.0
5947,A History of Violence,2005,7.4,81,212832,74.0
5948,Thank You for Smoking,2005,7.6,71,207048,76.0
5949,Kiss Kiss Bang Bang,2005,7.5,72,204346,75.0
5950,Munich,2005,7.5,74,200435,75.0
5951,Match Point,2005,7.6,72,193472,76.0
5952,The Descent,2005,7.2,71,187144,72.0
5953,Transporter 2,2005,6.3,56,181905,63.0
5954,The Hitchhiker's Guide to the Galaxy,2005,6.7,63,178964,67.0
5955,Cinderella Man,2005,8.0,69,167841,80.0
5956,Jarhead,2005,7.0,58,163376,70.0
5957,Hostel,2005,5.9,55,160688,59.0
5958,The Longest Yard,2005,6.4,48,152338,64.0
5959,Hard Candy,2005,7.1,58,147953,71.0
5960,Flightplan,2005,6.3,53,144999,63.0
5961,Hooligans,2005,7.5,55,134744,75.0
5962,Batman Begins,2005,8.2,70,1212007,82.0
5963,V for Vendetta,2005,8.2,62,963545,82.0
5964,Sin City,2005,8.0,74,719410,80.0
5965,Star Wars: Episode III - Revenge of the Sith,2005,7.5,68,649582,75.0
5966,Harry Potter and the Goblet of Fire,2005,7.7,81,497084,77.0
5967,Mr. & Mrs. Smith,2005,6.5,55,422667,65.0
5968,Charlie and the Chocolate Factory,2005,6.6,72,395056,66.0
5969,War of the Worlds,2005,6.5,73,391983,65.0
5970,King Kong,2005,7.2,81,371198,72.0
5971,The 40 Year Old Virgin,2005,7.1,73,369619,71.0
5972,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,6.9,75,343987,69.0
5973,Madagascar,2005,6.9,57,338218,69.0
5974,Wedding Crashers,2005,6.9,64,317307,69.0
5975,Brokeback Mountain,2005,7.7,87,303289,77.0
5976,Fantastic Four,2005,5.7,40,299713,57.0
5977,The Island,2005,6.8,50,289933,68.0
5978,Constantine,2005,7.0,50,283465,70.0
5979,Hitch,2005,6.6,58,280791,66.0
5980,Lord of War,2005,7.6,62,280333,76.0
5981,Serenity,2005,7.8,74,272506,78.0
5982,Kingdom of Heaven,2005,7.2,63,252790,72.0
5983,Pride & Prejudice,2005,7.8,82,233748,78.0
5984,Corpse Bride,2005,7.3,83,226117,73.0
5985,Saw II,2005,6.6,40,220060,66.0
5986,Walk the Line,2005,7.8,72,215505,78.0
5987,A History of Violence,2005,7.4,81,212832,74.0
5988,Thank You for Smoking,2005,7.6,71,207048,76.0
5989,Kiss Kiss Bang Bang,2005,7.5,72,204346,75.0
5990,Munich,2005,7.5,74,200435,75.0
5991,Match Point,2005,7.6,72,193472,76.0
5992,The Descent,2005,7.2,71,187144,72.0
5993,Transporter 2,2005,6.3,56,181905,63.0
5994,The Hitchhiker's Guide to the Galaxy,2005,6.7,63,178964,67.0
5995,Cinderella Man,2005,8.0,69,167841,80.0
5996,Jarhead,2005,7.0,58,163376,70.0
5997,Hostel,2005,5.9,55,160688,59.0
5998,The Longest Yard,2005,6.4,48,152338,64.0
5999,Hard Candy,2005,7.1,58,147953,71.0
6000,Flightplan,2005,6.3,53,144999,63.0
6001,Hooligans,2005,7.5,55,134744,75.0
6002,Batman Begins,2005,8.2,70,1212007,82.0
6003,V for Vendetta,2005,8.2,62,963545,82.0
6004,Sin City,2005,8.0,74,719410,80.0
6005,Star Wars: Episode III - Revenge of the Sith,2005,7.5,68,649582,75.0
6006,Harry Potter and the Goblet of Fire,2005,7.7,81,497084,77.0
6007,Mr. & Mrs. Smith,2005,6.5,55,422667,65.0
6008,Charlie and the Chocolate Factory,2005,6.6,72,395056,66.0
6009,War of the Worlds,2005,6.5,73,391983,65.0
6010,King Kong,2005,7.2,81,371198,72.0
6011,The 40 Year Old Virgin,2005,7.1,73,369619,71.0
6012,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,6.9,75,343987,69.0
6013,Madagascar,2005,6.9,57,338218,69.0
6014,Wedding Crashers,2005,6.9,64,317307,69.0
6015,Brokeback Mountain,2005,7.7,87,303289,77.0
6016,Fantastic Four,2005,5.7,40,299713,57.0
6017,The Island,2005,6.8,50,289933,68.0
6018,Constantine,2005,7.0,50,283465,70.0
6019,Hitch,2005,6.6,58,280791,66.0
6020,Lord of War,2005,7.6,62,280333,76.0
6021,Serenity,2005,7.8,74,272506,78.0
6022,Kingdom of Heaven,2005,7.2,63,252790,72.0
6023,Pride & Prejudice,2005,7.8,82,233748,78.0
6024,Corpse Bride,2005,7.3,83,226117,73.0
6025,Saw II,2005,6.6,40,220060,66.0
6026,Walk the Line,2005,7.8,72,215505,78.0
6027,A History of Violence,2005,7.4,81,212832,74.0
6028,Thank You for Smoking,2005,7.6,71,207048,76.0
6029,Kiss Kiss Bang Bang,2005,7.5,72,204346,75.0
6030,Munich,2005,7.5,74,200435,75.0
6031,Match Point,2005,7.6,72,193472,76.0
6032,The Descent,2005,7.2,71,187144,72.0
6033,Transporter 2,2005,6.3,56,181905,63.0
6034,The Hitchhiker's Guide to the Galaxy,2005,6.7,63,178964,67.0
6035,Cinderella Man,2005,8.0,69,167841,80.0
6036,Jarhead,2005,7.0,58,163376,70.0
6037,Hostel,2005,5.9,55,160688,59.0
6038,The Longest Yard,2005,6.4,48,152338,64.0
6039,Hard Candy,2005,7.1,58,147953,71.0
6040,Flightplan,2005,6.3,53,144999,63.0
6041,Hooligans,2005,7.5,55,134744,75.0
6042,Batman Begins,2005,8.2,70,1212007,82.0
6043,V for Vendetta,2005,8.2,62,963545,82.0
6044,Sin City,2005,8.0,74,719410,80.0
6045,Star Wars: Episode III - Revenge of the Sith,2005,7.5,68,649582,75.0
6046,Harry Potter and the Goblet of Fire,2005,7.7,81,497084,77.0
6047,Mr. & Mrs. Smith,2005,6.5,55,422667,65.0
6048,Charlie and the Chocolate Factory,2005,6.6,72,395056,66.0
6049,War of the Worlds,2005,6.5,73,391983,65.0
6050,King Kong,2005,7.2,81,371198,72.0
6051,The 40 Year Old Virgin,2005,7.1,73,369619,71.0
6052,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,6.9,75,343987,69.0
6053,Madagascar,2005,6.9,57,338218,69.0
6054,Wedding Crashers,2005,6.9,64,317307,69.0
6055,Brokeback Mountain,2005,7.7,87,303289,77.0
6056,Fantastic Four,2005,5.7,40,299713,57.0
6057,The Island,2005,6.8,50,289933,68.0
6058,Constantine,2005,7.0,50,283465,70.0
6059,Hitch,2005,6.6,58,280791,66.0
6060,Lord of War,2005,7.6,62,280333,76.0
6061,Serenity,2005,7.8,74,272506,78.0
6062,Kingdom of Heaven,2005,7.2,63,252790,72.0
6063,Pride & Prejudice,2005,7.8,82,233748,78.0
6064,Corpse Bride,2005,7.3,83,226117,73.0
6065,Saw II,2005,6.6,40,220060,66.0
6066,Walk the Line,2005,7.8,72,215505,78.0
6067,A History of Violence,2005,7.4,81,212832,74.0
6068,Thank You for Smoking,2005,7.6,71,207048,76.0
6069,Kiss Kiss Bang Bang,2005,7.5,72,204346,75.0
6070,Munich,2005,7.5,74,200435,75.0
6071,Match Point,2005,7.6,72,193472,76.0
6072,The Descent,2005,7.2,71,187144,72.0
6073,Transporter 2,2005,6.3,56,181905,63.0
6074,The Hitchhiker's Guide to the Galaxy,2005,6.7,63,178964,67.0
6075,Cinderella Man,2005,8.0,69,167841,80.0
6076,Jarhead,2005,7.0,58,163376,70.0
6077,Hostel,2005,5.9,55,160688,59.0
6078,The Longest Yard,2005,6.4,48,152338,64.0
